num_date_time,answer
1_20220825 00,1181.0533
1_20220825 01,1135.966
1_20220825 02,1081.5632
1_20220825 03,1113.0271
1_20220825 04,1104.2719
1_20220825 05,1105.7274
1_20220825 06,1132.5173
1_20220825 07,1106.4277
1_20220825 08,1095.8213
1_20220825 09,1098.9043
1_20220825 10,1177.457
1_20220825 11,1279.0988
1_20220825 12,1674.2994
1_20220825 13,1198.7657
1_20220825 14,1360.6809
1_20220825 15,1080.7711
1_20220825 16,1096.2858
1_20220825 17,1115.083
1_20220825 18,1095.1759
1_20220825 19,1076.3049
1_20220825 20,1098.8876
1_20220825 21,1110.3625
1_20220825 22,1110.0012
1_20220825 23,1107.7401
1_20220826 00,1093.6897
1_20220826 01,1089.045
1_20220826 02,1089.335
1_20220826 03,1086.1028
1_20220826 04,1081.5476
1_20220826 05,1096.4248
1_20220826 06,1081.9958
1_20220826 07,1086.2231
1_20220826 08,1076.7388
1_20220826 09,1040.5093
1_20220826 10,1148.0189
1_20220826 11,1786.9856
1_20220826 12,1686.4686
1_20220826 13,1839.8619
1_20220826 14,1816.2303
1_20220826 15,1851.7734
1_20220826 16,1829.0
1_20220826 17,1661.9309
1_20220826 18,1244.6047
1_20220826 19,1145.5454
1_20220826 20,1173.7681
1_20220826 21,1159.0708
1_20220826 22,1253.5632
1_20220826 23,1129.6494
1_20220827 00,1227.5709
1_20220827 01,1320.5311
1_20220827 02,1175.1852
1_20220827 03,1205.6503
1_20220827 04,1124.1423
1_20220827 05,1132.513
1_20220827 06,1135.9171
1_20220827 07,1142.1472
1_20220827 08,1128.3944
1_20220827 09,1095.7108
1_20220827 10,1126.7035
1_20220827 11,1113.0161
1_20220827 12,1067.6637
1_20220827 13,1115.9196
1_20220827 14,1144.9442
1_20220827 15,1223.8926
1_20220827 16,1255.0911
1_20220827 17,1136.7878
1_20220827 18,1148.6946
1_20220827 19,1128.4662
1_20220827 20,1114.6241
1_20220827 21,1111.5961
1_20220827 22,1123.7782
1_20220827 23,1105.7987
1_20220828 00,1093.6312
1_20220828 01,1075.3615
1_20220828 02,1080.5128
1_20220828 03,1080.0048
1_20220828 04,1080.3009
1_20220828 05,1089.6719
1_20220828 06,1089.6719
1_20220828 07,1088.7815
1_20220828 08,1095.9373
1_20220828 09,1097.352
1_20220828 10,1106.3815
1_20220828 11,1111.0806
1_20220828 12,1226.177
1_20220828 13,1859.254
1_20220828 14,1828.5739
1_20220828 15,1771.1555
1_20220828 16,1718.392
1_20220828 17,1918.1515
1_20220828 18,1800.5851
1_20220828 19,1671.8743
1_20220828 20,1089.599
1_20220828 21,1092.7413
1_20220828 22,1073.5879
1_20220828 23,1104.116
1_20220829 00,948.1115
1_20220829 01,951.5315
1_20220829 02,951.88043
1_20220829 03,966.95844
1_20220829 04,951.9601
1_20220829 05,945.46014
1_20220829 06,970.4669
1_20220829 07,954.15686
1_20220829 08,975.9804
1_20220829 09,973.2198
1_20220829 10,932.42584
1_20220829 11,968.30054
1_20220829 12,990.9207
1_20220829 13,988.68207
1_20220829 14,976.5337
1_20220829 15,971.19415
1_20220829 16,972.41016
1_20220829 17,968.1612
1_20220829 18,963.044
1_20220829 19,973.2265
1_20220829 20,973.2265
1_20220829 21,968.318
1_20220829 22,973.94977
1_20220829 23,973.2265
1_20220830 00,1136.9668
1_20220830 01,1135.6654
1_20220830 02,1138.648
1_20220830 03,1115.371
1_20220830 04,1155.6711
1_20220830 05,1227.1954
1_20220830 06,1227.1954
1_20220830 07,1159.8185
1_20220830 08,1135.4049
1_20220830 09,1169.6057
1_20220830 10,1176.8846
1_20220830 11,1308.0836
1_20220830 12,1351.9495
1_20220830 13,1205.3506
1_20220830 14,1370.4615
1_20220830 15,1365.0173
1_20220830 16,1340.0067
1_20220830 17,1340.0067
1_20220830 18,1368.5175
1_20220830 19,1388.893
1_20220830 20,1340.0067
1_20220830 21,1365.0173
1_20220830 22,1333.6328
1_20220830 23,1190.8153
1_20220831 00,1203.3467
1_20220831 01,1203.3467
1_20220831 02,1235.06
1_20220831 03,1177.9252
1_20220831 04,1182.5161
1_20220831 05,1190.3008
1_20220831 06,1231.1948
1_20220831 07,1217.5846
1_20220831 08,1171.7084
1_20220831 09,1167.709
1_20220831 10,1060.9458
1_20220831 11,1280.8066
1_20220831 12,1368.8973
1_20220831 13,1363.7863
1_20220831 14,1459.8198
1_20220831 15,1380.6641
1_20220831 16,1401.1244
1_20220831 17,1504.6492
1_20220831 18,1401.9786
1_20220831 19,1377.0417
1_20220831 20,1161.7955
1_20220831 21,1163.5364
1_20220831 22,1073.2086
1_20220831 23,1154.8164
2_20220825 00,1218.0459
2_20220825 01,1218.5846
2_20220825 02,1215.8828
2_20220825 03,1209.0751
2_20220825 04,1208.746
2_20220825 05,1181.1921
2_20220825 06,1195.133
2_20220825 07,1184.5839
2_20220825 08,1181.7208
2_20220825 09,1182.5072
2_20220825 10,1182.5072
2_20220825 11,1182.5072
2_20220825 12,1184.2659
2_20220825 13,1194.8151
2_20220825 14,1198.8964
2_20220825 15,1205.1047
2_20220825 16,1207.7451
2_20220825 17,1199.5093
2_20220825 18,1220.0217
2_20220825 19,1216.4226
2_20220825 20,1207.8364
2_20220825 21,1209.0751
2_20220825 22,1209.0751
2_20220825 23,1190.026
2_20220826 00,1179.3539
2_20220826 01,1179.3539
2_20220826 02,1179.3539
2_20220826 03,1179.2819
2_20220826 04,1175.3228
2_20220826 05,1169.553
2_20220826 06,1169.8689
2_20220826 07,1169.8689
2_20220826 08,1169.1417
2_20220826 09,1173.4214
2_20220826 10,1173.4214
2_20220826 11,1171.393
2_20220826 12,1174.288
2_20220826 13,1175.518
2_20220826 14,1177.8116
2_20220826 15,1163.2102
2_20220826 16,1163.7224
2_20220826 17,1203.3031
2_20220826 18,1210.8263
2_20220826 19,1224.1384
2_20220826 20,1221.6691
2_20220826 21,1221.1304
2_20220826 22,1221.6691
2_20220826 23,1221.6691
2_20220827 00,1218.2773
2_20220827 01,1207.7996
2_20220827 02,1187.3004
2_20220827 03,1179.0049
2_20220827 04,1179.5978
2_20220827 05,1162.3289
2_20220827 06,1154.6049
2_20220827 07,1124.2615
2_20220827 08,1154.6049
2_20220827 09,998.0344
2_20220827 10,1176.2073
2_20220827 11,1176.3975
2_20220827 12,1178.3071
2_20220827 13,1169.0096
2_20220827 14,1168.4365
2_20220827 15,1169.0096
2_20220827 16,1175.8589
2_20220827 17,1199.4626
2_20220827 18,1196.3193
2_20220827 19,1206.1786
2_20220827 20,1203.6675
2_20220827 21,1203.3153
2_20220827 22,1180.321
2_20220827 23,1174.2727
2_20220828 00,1171.4741
2_20220828 01,1108.4006
2_20220828 02,1130.2358
2_20220828 03,1110.341
2_20220828 04,1093.2897
2_20220828 05,1096.9695
2_20220828 06,979.78516
2_20220828 07,1018.7679
2_20220828 08,1211.8815
2_20220828 09,1206.952
2_20220828 10,1178.6368
2_20220828 11,1168.8324
2_20220828 12,1164.1307
2_20220828 13,1167.8336
2_20220828 14,1167.43
2_20220828 15,1144.2145
2_20220828 16,1178.5812
2_20220828 17,1185.5966
2_20220828 18,1195.3014
2_20220828 19,1220.4979
2_20220828 20,1214.8558
2_20220828 21,1214.8558
2_20220828 22,1218.2483
2_20220828 23,1213.3219
2_20220829 00,1197.9453
2_20220829 01,1197.6162
2_20220829 02,1174.8761
