num_date_time,answer
1_20220825 00,1728.9092
1_20220825 01,1609.8822
1_20220825 02,1477.5898
1_20220825 03,1368.3729
1_20220825 04,1370.7772
1_20220825 05,1501.7148
1_20220825 06,1806.7139
1_20220825 07,2261.1008
1_20220825 08,2727.1006
1_20220825 09,3089.3516
1_20220825 10,3697.3906
1_20220825 11,3928.2854
1_20220825 12,4089.6897
1_20220825 13,4235.0312
1_20220825 14,4323.79
1_20220825 15,3974.247
1_20220825 16,3871.1445
1_20220825 17,3319.7107
1_20220825 18,2768.2637
1_20220825 19,2508.0999
1_20220825 20,2306.9248
1_20220825 21,1862.738
1_20220825 22,1499.8331
1_20220825 23,1691.7416
1_20220826 00,1638.407
1_20220826 01,1585.6396
1_20220826 02,1439.6008
1_20220826 03,1378.6852
1_20220826 04,1402.9064
1_20220826 05,1551.6075
1_20220826 06,1706.8289
1_20220826 07,2032.2891
1_20220826 08,2571.394
1_20220826 09,3155.642
1_20220826 10,3811.83
1_20220826 11,4020.0935
1_20220826 12,4003.8157
1_20220826 13,4106.386
1_20220826 14,4052.2285
1_20220826 15,4169.0845
1_20220826 16,4071.7297
1_20220826 17,3558.8484
1_20220826 18,2996.6123
1_20220826 19,2764.6016
1_20220826 20,2521.5337
1_20220826 21,2079.872
1_20220826 22,1519.7043
1_20220826 23,1818.5043
1_20220827 00,1762.9011
1_20220827 01,1686.0087
1_20220827 02,1409.2593
1_20220827 03,1414.2238
1_20220827 04,1360.0491
1_20220827 05,1451.8065
1_20220827 06,1571.2283
1_20220827 07,1939.6378
1_20220827 08,2212.734
1_20220827 09,2593.8298
1_20220827 10,3354.0022
1_20220827 11,3441.4663
1_20220827 12,3376.2039
1_20220827 13,3528.9995
1_20220827 14,3614.0105
1_20220827 15,3576.0903
1_20220827 16,3479.248
1_20220827 17,3135.2832
1_20220827 18,2767.0115
1_20220827 19,2520.3247
1_20220827 20,2236.2312
1_20220827 21,1760.5812
1_20220827 22,1294.8905
1_20220827 23,1520.0034
1_20220828 00,1361.176
1_20220828 01,1202.8292
1_20220828 02,1122.3748
1_20220828 03,1063.3834
1_20220828 04,1065.1792
1_20220828 05,1074.6321
1_20220828 06,1241.303
1_20220828 07,1350.6051
1_20220828 08,1510.0338
1_20220828 09,1951.5374
1_20220828 10,2274.1135
1_20220828 11,2726.1167
1_20220828 12,2894.7922
1_20220828 13,2944.064
1_20220828 14,3049.648
1_20220828 15,3017.0117
1_20220828 16,3054.122
1_20220828 17,2943.8013
1_20220828 18,2863.528
1_20220828 19,2626.2554
1_20220828 20,2270.7236
1_20220828 21,1854.0902
1_20220828 22,1422.1389
1_20220828 23,1694.1598
1_20220829 00,1684.0817
1_20220829 01,1544.1481
1_20220829 02,1503.3666
1_20220829 03,1421.5007
1_20220829 04,1416.835
1_20220829 05,1488.1626
1_20220829 06,1653.4965
1_20220829 07,2043.1586
1_20220829 08,2411.4607
1_20220829 09,2936.6228
1_20220829 10,3548.806
1_20220829 11,3429.4153
1_20220829 12,3403.9832
1_20220829 13,3413.6519
1_20220829 14,3507.0276
1_20220829 15,3427.27
1_20220829 16,3391.8652
1_20220829 17,3027.8013
1_20220829 18,2380.5364
1_20220829 19,2176.7961
1_20220829 20,2068.1094
1_20220829 21,1705.4781
1_20220829 22,1286.6394
1_20220829 23,1381.2919
1_20220830 00,1467.158
1_20220830 01,1417.3285
1_20220830 02,1337.8215
1_20220830 03,1241.598
1_20220830 04,1290.998
1_20220830 05,1491.6506
1_20220830 06,1651.9341
1_20220830 07,2119.6
1_20220830 08,2661.6594
1_20220830 09,3152.1433
1_20220830 10,3727.856
1_20220830 11,3863.8516
1_20220830 12,3893.2817
1_20220830 13,3876.4067
1_20220830 14,3905.1965
1_20220830 15,3826.016
1_20220830 16,3756.0156
1_20220830 17,3417.8755
1_20220830 18,2659.1853
1_20220830 19,2443.3713
1_20220830 20,2382.154
1_20220830 21,1917.0111
1_20220830 22,1443.4785
1_20220830 23,1717.7067
1_20220831 00,1701.4452
1_20220831 01,1652.0613
1_20220831 02,1500.3693
1_20220831 03,1408.6365
1_20220831 04,1452.7118
1_20220831 05,1651.3956
1_20220831 06,1789.8925
1_20220831 07,2263.3367
1_20220831 08,2574.7764
1_20220831 09,3139.1584
1_20220831 10,3710.0996
1_20220831 11,3863.2336
1_20220831 12,3871.2434
1_20220831 13,3884.0623
1_20220831 14,3966.2615
1_20220831 15,3914.8887
1_20220831 16,3847.8926
1_20220831 17,3447.8213
1_20220831 18,2540.5537
1_20220831 19,2368.2507
1_20220831 20,2257.9111
1_20220831 21,1801.3733
1_20220831 22,1378.6908
1_20220831 23,1637.3491
2_20220825 00,1259.616
2_20220825 01,1256.5455
2_20220825 02,1252.548
2_20220825 03,1238.6924
2_20220825 04,1226.3655
2_20220825 05,1188.1044
