num_date_time,answer
1_20220825 00,1997.4388
1_20220825 01,1899.7926
1_20220825 02,1721.6442
1_20220825 03,1657.4005
1_20220825 04,1649.3656
1_20220825 05,1877.1309
1_20220825 06,2294.9934
1_20220825 07,2296.8345
1_20220825 08,2776.1099
1_20220825 09,3298.5757
1_20220825 10,3505.0854
1_20220825 11,3580.7163
1_20220825 12,3593.2356
1_20220825 13,3951.9207
1_20220825 14,4245.1655
1_20220825 15,3686.6108
1_20220825 16,3643.2302
1_20220825 17,3322.938
1_20220825 18,2719.3152
1_20220825 19,2319.294
1_20220825 20,2213.3677
1_20220825 21,1955.7144
1_20220825 22,1651.599
1_20220825 23,2263.9294
1_20220826 00,2234.8513
1_20220826 01,2194.5132
1_20220826 02,2014.2871
1_20220826 03,1862.7596
1_20220826 04,1898.9197
1_20220826 05,2050.2534
1_20220826 06,1975.3945
1_20220826 07,2192.6958
1_20220826 08,2840.3296
1_20220826 09,3278.318
1_20220826 10,3449.981
1_20220826 11,3590.9604
1_20220826 12,3614.358
1_20220826 13,3768.3179
1_20220826 14,3750.1738
1_20220826 15,4023.8691
1_20220826 16,4170.1816
1_20220826 17,3289.4521
1_20220826 18,2864.429
1_20220826 19,2621.1982
1_20220826 20,2310.0623
1_20220826 21,2062.5325
1_20220826 22,1655.3256
1_20220826 23,2085.714
1_20220827 00,2071.9624
1_20220827 01,1947.8286
1_20220827 02,1738.1648
1_20220827 03,1725.0854
1_20220827 04,1796.4941
1_20220827 05,1935.1531
1_20220827 06,2145.1235
1_20220827 07,2018.7861
1_20220827 08,2237.1392
1_20220827 09,2950.5417
1_20220827 10,3282.3062
1_20220827 11,3324.4548
1_20220827 12,3347.163
1_20220827 13,3280.3418
1_20220827 14,3356.2493
1_20220827 15,3298.1807
1_20220827 16,3309.3037
1_20220827 17,3169.3435
1_20220827 18,2777.81
1_20220827 19,2314.979
1_20220827 20,2127.034
1_20220827 21,1999.2279
1_20220827 22,1489.8079
1_20220827 23,1992.601
1_20220828 00,1818.5747
1_20220828 01,1724.3323
1_20220828 02,1536.0424
1_20220828 03,1453.4207
1_20220828 04,1450.6353
1_20220828 05,1588.4048
1_20220828 06,1663.0452
1_20220828 07,1757.9812
1_20220828 08,1982.4437
1_20220828 09,2255.9443
1_20220828 10,2752.7563
1_20220828 11,2995.7104
1_20220828 12,3138.7998
1_20220828 13,3164.6921
1_20220828 14,3127.8772
1_20220828 15,3092.9856
1_20220828 16,3046.73
1_20220828 17,2998.6396
1_20220828 18,2816.2244
1_20220828 19,2338.4702
1_20220828 20,2250.069
1_20220828 21,1988.9404
1_20220828 22,1565.3431
1_20220828 23,2247.1948
1_20220829 00,2240.163
1_20220829 01,2114.9778
1_20220829 02,2019.2334
1_20220829 03,1887.5011
1_20220829 04,1949.341
1_20220829 05,2063.048
1_20220829 06,2135.2693
1_20220829 07,2181.3386
1_20220829 08,2416.3
1_20220829 09,3066.7473
1_20220829 10,3215.4985
1_20220829 11,3251.905
1_20220829 12,3204.5723
1_20220829 13,3197.7036
1_20220829 14,3286.1604
1_20220829 15,3319.6323
1_20220829 16,3266.63
1_20220829 17,3145.3289
1_20220829 18,2643.7725
1_20220829 19,2239.0444
1_20220829 20,2267.7827
1_20220829 21,2005.2598
1_20220829 22,1573.5464
1_20220829 23,2146.8203
1_20220830 00,2111.1108
1_20220830 01,2045.1954
1_20220830 02,1916.1956
1_20220830 03,1669.3484
1_20220830 04,1738.7323
1_20220830 05,1927.5616
1_20220830 06,2044.8114
1_20220830 07,2381.1533
1_20220830 08,2937.252
1_20220830 09,3302.7625
1_20220830 10,3564.0603
1_20220830 11,3597.7788
1_20220830 12,3588.4836
1_20220830 13,3595.3174
1_20220830 14,3590.9436
1_20220830 15,3582.9224
1_20220830 16,3586.7878
1_20220830 17,3392.1255
1_20220830 18,2818.9104
1_20220830 19,2591.7092
1_20220830 20,2336.2751
1_20220830 21,1871.7952
1_20220830 22,1687.5459
1_20220830 23,2090.1282
1_20220831 00,1906.5476
1_20220831 01,2011.6483
1_20220831 02,1866.7733
1_20220831 03,1787.0468
1_20220831 04,1760.3787
1_20220831 05,1921.7982
1_20220831 06,1954.5765
1_20220831 07,2289.815
1_20220831 08,2796.0295
1_20220831 09,3218.4585
1_20220831 10,3409.297
1_20220831 11,3457.1946
1_20220831 12,3466.4114
1_20220831 13,3472.1526
1_20220831 14,3578.2095
1_20220831 15,3489.7732
1_20220831 16,3523.2463
1_20220831 17,3216.578
1_20220831 18,2462.7778
1_20220831 19,2369.975
1_20220831 20,2124.1125
1_20220831 21,2029.9888
1_20220831 22,1468.2655
1_20220831 23,2052.3538
2_20220825 00,1264.0737
2_20220825 01,1262.7369
2_20220825 02,1261.5631
2_20220825 03,1243.2183
2_20220825 04,1231.841
2_20220825 05,1227.0889
2_20220825 06,1236.7289
2_20220825 07,1229.5825
2_20220825 08,1524.5824
2_20220825 09,1723.2245
2_20220825 10,2059.0488
2_20220825 11,2028.8228
2_20220825 12,2101.0046
2_20220825 13,2097.4575
2_20220825 14,2241.2256
2_20220825 15,2058.9934
2_20220825 16,2132.3757
2_20220825 17,2106.0
2_20220825 18,2118.7668
2_20220825 19,1952.134
2_20220825 20,1784.0634
2_20220825 21,1610.8721
2_20220825 22,989.68884
2_20220825 23,1293.2725
2_20220826 00,1254.6941
2_20220826 01,1243.9384
2_20220826 02,1244.1252
2_20220826 03,1269.0878
2_20220826 04,1240.9438
2_20220826 05,1220.0558
2_20220826 06,1211.1407
2_20220826 07,1203.2787
2_20220826 08,1431.1952
2_20220826 09,1658.8901
2_20220826 10,1927.9279
2_20220826 11,1829.2755
2_20220826 12,1961.3572
2_20220826 13,1998.681
2_20220826 14,1949.605
2_20220826 15,2211.5984
2_20220826 16,2091.5806
2_20220826 17,1970.6261
2_20220826 18,1965.3135
2_20220826 19,1830.6078
2_20220826 20,1736.5112
2_20220826 21,1575.9589
2_20220826 22,1117.993
2_20220826 23,1297.6226
2_20220827 00,1264.9692
2_20220827 01,1264.271
2_20220827 02,1225.9001
2_20220827 03,1240.0103
2_20220827 04,1214.0277
2_20220827 05,1109.8682
2_20220827 06,1123.0631
2_20220827 07,1048.3832
2_20220827 08,1372.7488
2_20220827 09,1751.2251
2_20220827 10,1947.502
2_20220827 11,1943.8334
2_20220827 12,1970.6343
2_20220827 13,2057.8477
2_20220827 14,2071.3535
2_20220827 15,2093.7
2_20220827 16,2108.2131
2_20220827 17,2045.6774
2_20220827 18,1946.32
2_20220827 19,1583.656
2_20220827 20,1450.73
2_20220827 21,1236.0897
2_20220827 22,823.3233
2_20220827 23,1282.7008
2_20220828 00,1249.37
2_20220828 01,1210.4711
2_20220828 02,1208.3391
2_20220828 03,1086.846
2_20220828 04,1086.3826
2_20220828 05,1014.8088
2_20220828 06,980.3084
2_20220828 07,1090.4755
2_20220828 08,1316.6141
2_20220828 09,1521.2909
2_20220828 10,1702.4362
2_20220828 11,1783.7478
2_20220828 12,1857.2194
2_20220828 13,1998.4154
2_20220828 14,2066.48
2_20220828 15,1983.2446
2_20220828 16,2065.9504
2_20220828 17,1884.1709
