num_date_time,answer
1_20220825 00,2036.7683
1_20220825 01,1959.5161
1_20220825 02,1735.7493
1_20220825 03,1652.9039
1_20220825 04,1602.7444
1_20220825 05,1811.3843
1_20220825 06,2249.3066
1_20220825 07,2324.7073
1_20220825 08,2721.8748
1_20220825 09,3339.2468
1_20220825 10,3541.7896
1_20220825 11,3645.344
1_20220825 12,3625.2988
1_20220825 13,3977.053
1_20220825 14,4248.863
1_20220825 15,3685.2192
1_20220825 16,3621.5815
1_20220825 17,3360.5198
1_20220825 18,2663.5308
1_20220825 19,2280.78
1_20220825 20,2214.7576
1_20220825 21,2038.5328
1_20220825 22,1589.2722
1_20220825 23,2247.2283
1_20220826 00,2302.6382
1_20220826 01,2169.7827
1_20220826 02,1983.715
1_20220826 03,1880.8706
1_20220826 04,1844.097
1_20220826 05,2049.7537
1_20220826 06,2065.213
1_20220826 07,2188.6306
1_20220826 08,2744.108
1_20220826 09,3241.3867
1_20220826 10,3505.653
1_20220826 11,3636.778
1_20220826 12,3635.0164
1_20220826 13,3733.3125
1_20220826 14,3713.8535
1_20220826 15,3947.0696
1_20220826 16,4108.1216
1_20220826 17,3276.9907
1_20220826 18,2811.4956
1_20220826 19,2586.2507
1_20220826 20,2250.8157
1_20220826 21,2084.3098
1_20220826 22,1593.1495
1_20220826 23,2011.0514
1_20220827 00,1966.5018
1_20220827 01,1900.8112
1_20220827 02,1752.7217
1_20220827 03,1630.461
1_20220827 04,1698.8329
1_20220827 05,1820.439
1_20220827 06,2019.8964
1_20220827 07,1973.7281
1_20220827 08,2145.9973
1_20220827 09,2806.6433
1_20220827 10,3246.6392
1_20220827 11,3286.079
1_20220827 12,3327.7512
1_20220827 13,3283.0847
1_20220827 14,3304.9836
1_20220827 15,3306.0261
1_20220827 16,3311.83
1_20220827 17,3092.9563
1_20220827 18,2577.2285
1_20220827 19,2168.981
1_20220827 20,2060.1382
1_20220827 21,2006.0852
1_20220827 22,1428.0343
1_20220827 23,1850.763
1_20220828 00,1717.616
1_20220828 01,1580.4818
1_20220828 02,1359.8448
1_20220828 03,1317.981
1_20220828 04,1332.7488
1_20220828 05,1464.1698
1_20220828 06,1558.0187
1_20220828 07,1635.413
1_20220828 08,1877.6477
1_20220828 09,2185.5662
1_20220828 10,2670.7236
1_20220828 11,2823.1306
1_20220828 12,2942.1865
1_20220828 13,3034.0208
1_20220828 14,2984.2915
1_20220828 15,2900.2397
1_20220828 16,2822.302
1_20220828 17,2802.391
1_20220828 18,2642.1858
1_20220828 19,2187.394
1_20220828 20,2223.7847
1_20220828 21,1943.8796
1_20220828 22,1490.5349
1_20220828 23,2175.9
1_20220829 00,2232.6282
1_20220829 01,2118.4646
1_20220829 02,1990.897
1_20220829 03,1875.5533
1_20220829 04,1937.7891
1_20220829 05,2077.6006
1_20220829 06,2143.8115
1_20220829 07,1962.242
1_20220829 08,2335.3306
1_20220829 09,2919.2537
1_20220829 10,3058.8362
1_20220829 11,3221.4817
1_20220829 12,3166.9824
1_20220829 13,3171.8872
1_20220829 14,3247.327
1_20220829 15,3249.6716
1_20220829 16,3165.4944
1_20220829 17,3042.3657
1_20220829 18,2494.342
1_20220829 19,2134.7751
1_20220829 20,2063.1086
1_20220829 21,1870.861
1_20220829 22,1461.6947
1_20220829 23,1967.4304
1_20220830 00,1991.0598
1_20220830 01,1916.2106
1_20220830 02,1771.3154
1_20220830 03,1644.4622
1_20220830 04,1687.4756
1_20220830 05,1871.6621
1_20220830 06,1942.7878
1_20220830 07,2276.053
1_20220830 08,2874.1375
1_20220830 09,3356.1672
1_20220830 10,3597.4949
1_20220830 11,3635.7996
1_20220830 12,3654.2268
1_20220830 13,3586.5579
1_20220830 14,3647.6365
1_20220830 15,3661.3953
1_20220830 16,3647.695
1_20220830 17,3416.2717
1_20220830 18,2813.426
1_20220830 19,2537.5176
1_20220830 20,2285.9524
1_20220830 21,1831.2141
1_20220830 22,1599.1825
1_20220830 23,2110.635
1_20220831 00,2150.407
1_20220831 01,2096.3813
1_20220831 02,1990.6644
1_20220831 03,1900.1781
1_20220831 04,1824.1969
1_20220831 05,1994.2957
1_20220831 06,2075.042
1_20220831 07,2260.4233
1_20220831 08,2811.3604
1_20220831 09,3226.5242
1_20220831 10,3474.5056
1_20220831 11,3586.2412
1_20220831 12,3580.2002
1_20220831 13,3569.0022
1_20220831 14,3650.1167
1_20220831 15,3586.4177
1_20220831 16,3559.9358
1_20220831 17,3225.2761
1_20220831 18,2432.439
1_20220831 19,2305.5378
1_20220831 20,2135.0935
1_20220831 21,1979.2009
1_20220831 22,1423.7644
1_20220831 23,1930.9713
2_20220825 00,1214.6564
2_20220825 01,1214.2
2_20220825 02,1215.2584
2_20220825 03,1192.8616
2_20220825 04,1188.6249
2_20220825 05,1185.5918
2_20220825 06,1198.3636
2_20220825 07,1196.2239
2_20220825 08,1521.1581
2_20220825 09,1718.9789
2_20220825 10,2062.8179
2_20220825 11,2033.698
2_20220825 12,2136.6125
2_20220825 13,2107.7449
2_20220825 14,2294.7954
2_20220825 15,1905.7058
2_20220825 16,2146.741
2_20220825 17,2127.9666
2_20220825 18,2162.858
2_20220825 19,2017.4874
2_20220825 20,1882.6686
2_20220825 21,1629.4667
2_20220825 22,1037.4978
2_20220825 23,1241.3271
2_20220826 00,1198.2573
2_20220826 01,1191.2231
2_20220826 02,1191.2231
2_20220826 03,1204.4302
2_20220826 04,1203.5614
2_20220826 05,1187.6525
2_20220826 06,1171.6226
2_20220826 07,1169.0839
2_20220826 08,1453.9604
2_20220826 09,1703.034
2_20220826 10,1898.6886
2_20220826 11,1826.1019
2_20220826 12,1861.2372
2_20220826 13,1932.4542
2_20220826 14,1858.8286
2_20220826 15,2224.7427
2_20220826 16,1995.2583
2_20220826 17,1905.3156
2_20220826 18,1881.2361
2_20220826 19,1865.7048
2_20220826 20,1823.1511
2_20220826 21,1550.3453
2_20220826 22,1107.3003
2_20220826 23,1254.6681
2_20220827 00,1226.9727
2_20220827 01,1209.6875
2_20220827 02,1128.2856
2_20220827 03,1191.9595
2_20220827 04,1178.3636
2_20220827 05,1017.66254
2_20220827 06,1029.0974
2_20220827 07,943.1151
2_20220827 08,1353.7709
2_20220827 09,1729.273
2_20220827 10,1784.443
