num_date_time,answer
1_20220825 00,2081.462
1_20220825 01,1963.7686
1_20220825 02,1811.257
1_20220825 03,1685.5029
1_20220825 04,1648.6156
1_20220825 05,1819.4407
1_20220825 06,2180.8398
1_20220825 07,2139.665
1_20220825 08,2805.2417
1_20220825 09,3250.5698
1_20220825 10,3869.3843
1_20220825 11,4082.0408
1_20220825 12,4150.986
1_20220825 13,4165.2446
1_20220825 14,4321.049
1_20220825 15,3598.6365
1_20220825 16,3536.4375
1_20220825 17,3444.7974
1_20220825 18,2750.582
1_20220825 19,2262.3486
1_20220825 20,2162.3645
1_20220825 21,2018.4825
1_20220825 22,1567.302
1_20220825 23,2267.3652
1_20220826 00,2254.8347
1_20220826 01,2243.9814
1_20220826 02,2042.597
1_20220826 03,1969.5092
1_20220826 04,1953.0576
1_20220826 05,2144.8113
1_20220826 06,2303.5276
1_20220826 07,2258.7314
1_20220826 08,2894.4153
1_20220826 09,3223.7583
1_20220826 10,3884.7615
1_20220826 11,4178.227
1_20220826 12,4165.225
1_20220826 13,4216.5938
1_20220826 14,4207.004
1_20220826 15,4220.267
1_20220826 16,4086.8801
1_20220826 17,3228.977
1_20220826 18,2774.5767
1_20220826 19,2640.3096
1_20220826 20,2331.3252
1_20220826 21,2205.3496
1_20220826 22,1586.5801
1_20220826 23,2099.589
1_20220827 00,2060.5918
1_20220827 01,1951.9108
1_20220827 02,1867.682
1_20220827 03,1664.7616
1_20220827 04,1745.2778
1_20220827 05,1936.9581
1_20220827 06,2219.8513
1_20220827 07,2206.2866
1_20220827 08,2309.6978
1_20220827 09,2848.2766
1_20220827 10,3513.6736
1_20220827 11,3767.9758
1_20220827 12,3779.9104
1_20220827 13,3753.496
1_20220827 14,3760.8372
1_20220827 15,2966.0554
1_20220827 16,2932.3877
1_20220827 17,3042.5857
1_20220827 18,2615.7507
1_20220827 19,2609.1594
1_20220827 20,2141.059
1_20220827 21,2109.6208
1_20220827 22,1442.0996
1_20220827 23,1923.2207
1_20220828 00,1788.84
1_20220828 01,1705.3057
1_20220828 02,1480.6647
1_20220828 03,1454.0581
1_20220828 04,1479.7887
1_20220828 05,1578.4117
1_20220828 06,1709.5544
1_20220828 07,1785.7456
1_20220828 08,2125.6846
1_20220828 09,2166.1113
1_20220828 10,2799.4712
1_20220828 11,2949.3196
1_20220828 12,3042.2263
1_20220828 13,3064.6309
1_20220828 14,3066.4712
1_20220828 15,3059.464
1_20220828 16,3151.1926
1_20220828 17,3131.528
1_20220828 18,2792.008
1_20220828 19,2471.2576
1_20220828 20,2266.9436
1_20220828 21,2057.8174
1_20220828 22,1508.8319
1_20220828 23,2304.7793
1_20220829 00,2303.3235
1_20220829 01,2242.6829
1_20220829 02,2069.2488
1_20220829 03,1957.5905
1_20220829 04,2073.0708
1_20220829 05,2288.674
1_20220829 06,2299.607
1_20220829 07,2216.1108
1_20220829 08,2519.3303
1_20220829 09,3031.74
1_20220829 10,3687.8708
1_20220829 11,3865.9685
1_20220829 12,3795.7268
1_20220829 13,3941.9563
1_20220829 14,3844.8518
1_20220829 15,3774.3616
1_20220829 16,3568.295
1_20220829 17,2926.7878
1_20220829 18,2676.2268
1_20220829 19,2201.423
1_20220829 20,2106.0554
1_20220829 21,2084.0276
1_20220829 22,1472.7861
1_20220829 23,2153.8198
1_20220830 00,2193.7307
1_20220830 01,2010.7582
1_20220830 02,1830.5864
1_20220830 03,1658.16
1_20220830 04,1725.4371
1_20220830 05,1956.3822
1_20220830 06,2197.6243
1_20220830 07,2447.6492
1_20220830 08,2991.2139
1_20220830 09,3311.7678
1_20220830 10,3915.1626
1_20220830 11,4127.6816
1_20220830 12,4094.2466
1_20220830 13,4117.1035
1_20220830 14,4076.1553
1_20220830 15,4032.6956
1_20220830 16,3881.5376
1_20220830 17,3333.149
1_20220830 18,2836.4133
1_20220830 19,2802.2737
1_20220830 20,2564.4026
1_20220830 21,2115.4453
1_20220830 22,1594.9233
1_20220830 23,2346.1133
1_20220831 00,2327.2454
1_20220831 01,2269.6763
1_20220831 02,2069.8455
1_20220831 03,1980.8258
1_20220831 04,1876.1456
1_20220831 05,2124.814
1_20220831 06,2176.2566
1_20220831 07,2352.5676
1_20220831 08,2880.4746
1_20220831 09,3192.1155
1_20220831 10,3831.5872
1_20220831 11,3884.2524
1_20220831 12,4020.9219
1_20220831 13,4045.02
1_20220831 14,4062.516
1_20220831 15,3913.0334
1_20220831 16,3758.0566
1_20220831 17,3190.4783
1_20220831 18,2367.8691
1_20220831 19,2369.1445
1_20220831 20,2048.221
1_20220831 21,2041.9355
1_20220831 22,1423.1914
1_20220831 23,2068.1296
2_20220825 00,1201.75
2_20220825 01,1197.5944
2_20220825 02,1190.3295
2_20220825 03,1181.7587
2_20220825 04,1171.8917
2_20220825 05,1180.6093
2_20220825 06,1218.9222
2_20220825 07,1200.4646
2_20220825 08,1566.9535
2_20220825 09,1647.458
2_20220825 10,1829.6543
2_20220825 11,1820.299
2_20220825 12,2068.8987
2_20220825 13,2243.0974
2_20220825 14,2331.5781
2_20220825 15,1935.7867
2_20220825 16,2164.0427
2_20220825 17,2220.6265
2_20220825 18,1945.3885
2_20220825 19,1840.0195
2_20220825 20,1812.1437
2_20220825 21,1568.3519
2_20220825 22,1040.1316
2_20220825 23,1211.4988
2_20220826 00,1194.4622
2_20220826 01,1189.7426
2_20220826 02,1187.0613
2_20220826 03,1170.4841
2_20220826 04,1170.144
2_20220826 05,1159.0953
2_20220826 06,1234.8643
2_20220826 07,1202.5259
2_20220826 08,1542.5712
2_20220826 09,1663.771
2_20220826 10,1769.2388
2_20220826 11,1807.5277
2_20220826 12,1727.6082
2_20220826 13,1836.2909
2_20220826 14,1734.2117
2_20220826 15,2320.3857
2_20220826 16,1766.439
2_20220826 17,1729.4386
2_20220826 18,1878.966
2_20220826 19,1816.3362
2_20220826 20,1784.6018
2_20220826 21,1501.5217
2_20220826 22,1138.888
2_20220826 23,1220.4692
2_20220827 00,1212.5046
2_20220827 01,1202.5665
2_20220827 02,1190.3107
2_20220827 03,1181.3375
2_20220827 04,1163.3281
2_20220827 05,988.2665
2_20220827 06,973.2153
2_20220827 07,857.1395
2_20220827 08,1359.2156
2_20220827 09,1580.7277
2_20220827 10,1871.8363
2_20220827 11,1836.0089
2_20220827 12,1874.8696
2_20220827 13,1840.0183
2_20220827 14,1876.0793
2_20220827 15,1876.3773
2_20220827 16,1827.2297
2_20220827 17,1830.1128
2_20220827 18,1910.1665
2_20220827 19,1561.0385
2_20220827 20,1520.6271
2_20220827 21,1367.7738
2_20220827 22,763.67444
2_20220827 23,1229.8695
2_20220828 00,1212.3759
2_20220828 01,1174.4784
2_20220828 02,1147.2979
2_20220828 03,1093.0007
2_20220828 04,1087.2281
2_20220828 05,1090.1027
2_20220828 06,889.18567
2_20220828 07,1030.9119
2_20220828 08,1327.2456
2_20220828 09,1454.1698
2_20220828 10,1627.5856
2_20220828 11,1641.7277
2_20220828 12,1701.8682
2_20220828 13,1842.6335
2_20220828 14,2185.6975
2_20220828 15,2197.518
2_20220828 16,2240.9993
2_20220828 17,2087.9392
2_20220828 18,1973.8832
2_20220828 19,1549.7637
2_20220828 20,1414.2836
2_20220828 21,1257.4678
2_20220828 22,783.3506
2_20220828 23,1213.8658
2_20220829 00,1193.5134
2_20220829 01,1191.3756
2_20220829 02,1188.5151
2_20220829 03,1174.6611
2_20220829 04,1169.0115
2_20220829 05,1154.1989
2_20220829 06,1161.7437
2_20220829 07,1048.2532
2_20220829 08,1121.1276
2_20220829 09,1129.4335
2_20220829 10,1256.904
2_20220829 11,1378.5624
2_20220829 12,1313.3513
2_20220829 13,1376.6504
2_20220829 14,1208.9293
2_20220829 15,1293.853
2_20220829 16,1297.0604
2_20220829 17,1206.0004
2_20220829 18,1181.3729
2_20220829 19,1158.7455
2_20220829 20,1115.1971
2_20220829 21,894.68854
2_20220829 22,752.3178
2_20220829 23,1138.9454
2_20220830 00,1108.709
2_20220830 01,1132.4427
2_20220830 02,1142.4874
2_20220830 03,1142.3463
2_20220830 04,979.0381
2_20220830 05,979.0381
2_20220830 06,943.4716
2_20220830 07,1045.153
2_20220830 08,1539.1306
2_20220830 09,1594.0839
2_20220830 10,2243.5293
2_20220830 11,1876.9868
2_20220830 12,1846.9489
2_20220830 13,2462.6611
2_20220830 14,2410.4644
2_20220830 15,2463.4412
2_20220830 16,2460.1477
2_20220830 17,2461.6787
2_20220830 18,2469.2502
2_20220830 19,2314.6555
2_20220830 20,2215.2498
2_20220830 21,1829.597
2_20220830 22,1056.1135
2_20220830 23,1238.7078
2_20220831 00,1190.1699
2_20220831 01,1188.6799
2_20220831 02,1185.8195
2_20220831 03,1178.5996
2_20220831 04,1171.248
2_20220831 05,1155.8164
2_20220831 06,1209.2623
2_20220831 07,1203.0565
2_20220831 08,1513.8013
2_20220831 09,1647.1313
2_20220831 10,1795.1436
2_20220831 11,1761.8477
2_20220831 12,1774.192
2_20220831 13,2140.7283
2_20220831 14,2189.431
2_20220831 15,2228.4739
2_20220831 16,2185.557
2_20220831 17,2136.9988
2_20220831 18,1867.1222
2_20220831 19,1800.7554
2_20220831 20,1691.0476
2_20220831 21,1411.4344
2_20220831 22,1034.2664
2_20220831 23,1235.6108
3_20220825 00,941.8344
3_20220825 01,915.4929
3_20220825 02,870.82574
3_20220825 03,802.9939
3_20220825 04,721.03986
3_20220825 05,754.30865
3_20220825 06,821.4913
3_20220825 07,916.0206
3_20220825 08,982.32587
3_20220825 09,1043.677
3_20220825 10,1100.3151
3_20220825 11,1146.017
3_20220825 12,1255.9194
3_20220825 13,1293.2192
3_20220825 14,1381.7914
3_20220825 15,1635.2157
3_20220825 16,1644.9365
3_20220825 17,1670.3032
3_20220825 18,2474.3335
3_20220825 19,2502.1929
3_20220825 20,2461.546
3_20220825 21,1802.5634
3_20220825 22,1241.1698
3_20220825 23,918.60974
3_20220826 00,873.27185
3_20220826 01,820.6459
3_20220826 02,796.9812
3_20220826 03,773.1347
3_20220826 04,773.1545
3_20220826 05,768.01166
3_20220826 06,804.48706
3_20220826 07,913.9016
3_20220826 08,975.9614
3_20220826 09,1001.82355
3_20220826 10,1092.7775
3_20220826 11,1122.1692
3_20220826 12,1117.603
3_20220826 13,1187.9745
3_20220826 14,1269.6051
3_20220826 15,1429.715
3_20220826 16,1539.6357
3_20220826 17,1632.4077
3_20220826 18,2351.9053
3_20220826 19,2530.274
3_20220826 20,2468.8818
3_20220826 21,2235.4995
3_20220826 22,1371.4608
3_20220826 23,992.91235
3_20220827 00,924.92255
3_20220827 01,908.96344
3_20220827 02,824.85187
3_20220827 03,814.1651
3_20220827 04,760.02344
3_20220827 05,736.46063
3_20220827 06,727.4578
3_20220827 07,770.1715
3_20220827 08,957.46875
3_20220827 09,947.62494
3_20220827 10,998.01697
3_20220827 11,1103.6819
3_20220827 12,1161.2953
3_20220827 13,1272.7904
3_20220827 14,1450.4951
3_20220827 15,1608.7278
3_20220827 16,1866.2914
3_20220827 17,1959.9573
3_20220827 18,2301.4133
3_20220827 19,2287.8113
3_20220827 20,2207.1152
3_20220827 21,1680.459
3_20220827 22,1308.7723
3_20220827 23,1038.1821
3_20220828 00,960.51733
3_20220828 01,847.5576
3_20220828 02,819.0273
3_20220828 03,756.13916
3_20220828 04,722.8456
3_20220828 05,713.0075
3_20220828 06,705.0618
3_20220828 07,725.5279
3_20220828 08,935.61176
3_20220828 09,946.86664
3_20220828 10,911.7032
3_20220828 11,922.655
3_20220828 12,1089.1145
3_20220828 13,1115.3654
3_20220828 14,1300.9468
3_20220828 15,1450.4875
3_20220828 16,1454.3518
3_20220828 17,1953.36
3_20220828 18,2181.4834
3_20220828 19,2131.329
3_20220828 20,1670.729
3_20220828 21,1469.5574
3_20220828 22,1196.0725
3_20220828 23,1110.3418
3_20220829 00,1003.81915
3_20220829 01,937.87054
3_20220829 02,833.1764
3_20220829 03,804.4595
3_20220829 04,735.93494
3_20220829 05,737.9289
3_20220829 06,723.32697
3_20220829 07,828.259
3_20220829 08,938.2507
3_20220829 09,894.606
3_20220829 10,909.4183
3_20220829 11,932.86896
3_20220829 12,868.6718
3_20220829 13,958.7805
3_20220829 14,855.62305
3_20220829 15,868.7986
3_20220829 16,823.06384
3_20220829 17,868.65924
3_20220829 18,860.1094
3_20220829 19,901.6361
3_20220829 20,912.2154
3_20220829 21,953.76465
3_20220829 22,827.5872
3_20220829 23,720.64844
3_20220830 00,744.75934
3_20220830 01,715.7878
3_20220830 02,714.72174
3_20220830 03,724.78796
3_20220830 04,760.3388
3_20220830 05,766.0022
3_20220830 06,787.0299
3_20220830 07,948.06415
3_20220830 08,947.07056
3_20220830 09,1035.3507
3_20220830 10,1074.8109
3_20220830 11,1134.3561
3_20220830 12,1161.6813
3_20220830 13,1197.4265
3_20220830 14,1267.8751
3_20220830 15,1447.394
3_20220830 16,1543.9086
3_20220830 17,1546.2137
3_20220830 18,2976.8896
3_20220830 19,2967.984
3_20220830 20,2923.117
3_20220830 21,1588.3872
3_20220830 22,1053.7701
3_20220830 23,960.61975
3_20220831 00,891.14417
3_20220831 01,810.4013
3_20220831 02,764.89
3_20220831 03,783.4009
3_20220831 04,785.6045
3_20220831 05,796.8678
3_20220831 06,763.98834
3_20220831 07,942.3512
3_20220831 08,971.15955
3_20220831 09,979.7213
3_20220831 10,1054.3243
3_20220831 11,1025.6292
3_20220831 12,1075.6433
3_20220831 13,1210.1808
3_20220831 14,1322.9281
3_20220831 15,1525.7155
3_20220831 16,1552.6467
3_20220831 17,1602.6167
3_20220831 18,2259.4492
3_20220831 19,2390.821
3_20220831 20,2399.6777
3_20220831 21,1868.1036
3_20220831 22,1241.9578
3_20220831 23,946.3583
4_20220825 00,683.95905
4_20220825 01,681.38025
4_20220825 02,680.6147
4_20220825 03,683.12573
4_20220825 04,685.3223
4_20220825 05,687.27826
4_20220825 06,726.25464
4_20220825 07,807.8753
4_20220825 08,1012.82355
4_20220825 09,1173.7928
4_20220825 10,1329.3076
4_20220825 11,1345.5487
4_20220825 12,1356.4908
4_20220825 13,1316.0953
4_20220825 14,1254.3367
4_20220825 15,1243.2971
4_20220825 16,1221.0875
4_20220825 17,1116.0966
4_20220825 18,954.0078
4_20220825 19,823.0089
4_20220825 20,762.36835
4_20220825 21,724.2151
4_20220825 22,715.1296
4_20220825 23,676.22504
4_20220826 00,679.1878
4_20220826 01,673.9628
4_20220826 02,682.1723
4_20220826 03,677.13763
4_20220826 04,677.1313
4_20220826 05,684.26013
4_20220826 06,735.9042
4_20220826 07,810.68066
4_20220826 08,1050.8335
4_20220826 09,1230.6237
4_20220826 10,1328.1002
4_20220826 11,1361.9938
4_20220826 12,1352.8545
4_20220826 13,1349.1749
4_20220826 14,1315.3109
4_20220826 15,1331.5215
4_20220826 16,1291.4014
4_20220826 17,1163.6472
4_20220826 18,964.4487
4_20220826 19,834.2757
4_20220826 20,784.99744
4_20220826 21,751.77026
4_20220826 22,745.3413
4_20220826 23,693.3073
4_20220827 00,687.23566
4_20220827 01,677.8144
4_20220827 02,675.0758
4_20220827 03,670.6129
4_20220827 04,673.69543
4_20220827 05,683.5201
4_20220827 06,724.02814
4_20220827 07,803.9517
4_20220827 08,1051.936
4_20220827 09,1216.1777
4_20220827 10,1341.6602
4_20220827 11,1351.3596
4_20220827 12,1349.8688
4_20220827 13,1346.2998
4_20220827 14,1270.3778
4_20220827 15,1264.7074
4_20220827 16,1227.2748
4_20220827 17,1127.1337
4_20220827 18,943.38885
4_20220827 19,799.88354
4_20220827 20,759.0077
4_20220827 21,727.34607
4_20220827 22,725.2581
4_20220827 23,691.1107
4_20220828 00,681.2606
4_20220828 01,684.08716
4_20220828 02,687.45087
4_20220828 03,652.262
4_20220828 04,651.3066
4_20220828 05,687.1451
4_20220828 06,726.69055
4_20220828 07,818.76794
4_20220828 08,1026.7681
4_20220828 09,1194.2609
4_20220828 10,1322.8118
4_20220828 11,1346.4127
4_20220828 12,1348.668
4_20220828 13,1347.2306
4_20220828 14,1295.7906
4_20220828 15,1312.9585
4_20220828 16,1288.313
4_20220828 17,1188.3716
4_20220828 18,961.30023
4_20220828 19,828.35443
4_20220828 20,764.31854
4_20220828 21,722.2148
4_20220828 22,720.8898
4_20220828 23,684.36615
4_20220829 00,674.1243
4_20220829 01,675.8179
4_20220829 02,670.68243
4_20220829 03,669.3841
4_20220829 04,678.7308
4_20220829 05,680.65924
4_20220829 06,731.0711
4_20220829 07,826.46686
4_20220829 08,1044.9406
4_20220829 09,1212.9706
4_20220829 10,1323.0332
4_20220829 11,1339.0382
4_20220829 12,1337.1771
4_20220829 13,1328.2554
4_20220829 14,1262.6964
4_20220829 15,1242.0109
4_20220829 16,1217.561
4_20220829 17,1131.9462
4_20220829 18,1004.7283
4_20220829 19,837.636
4_20220829 20,785.3877
4_20220829 21,718.2232
4_20220829 22,702.45465
4_20220829 23,672.53644
4_20220830 00,670.1928
4_20220830 01,674.44525
4_20220830 02,674.6912
4_20220830 03,679.9501
4_20220830 04,681.19507
4_20220830 05,694.14545
4_20220830 06,718.4448
4_20220830 07,812.86304
4_20220830 08,993.1537
4_20220830 09,1178.6124
4_20220830 10,1308.499
4_20220830 11,1330.732
4_20220830 12,1329.378
4_20220830 13,1314.4492
4_20220830 14,1248.0898
4_20220830 15,1240.1552
4_20220830 16,1218.494
4_20220830 17,1175.8015
4_20220830 18,994.8075
4_20220830 19,865.1841
4_20220830 20,822.0652
4_20220830 21,743.4045
4_20220830 22,730.9052
4_20220830 23,692.8282
4_20220831 00,696.89124
4_20220831 01,682.4932
4_20220831 02,675.5398
4_20220831 03,681.5561
4_20220831 04,696.19116
4_20220831 05,701.246
