num_date_time,answer
1_20220825 00,1501.7976
1_20220825 01,1794.0201
1_20220825 02,1735.9287
1_20220825 03,1749.5665
1_20220825 04,1729.2745
1_20220825 05,1532.7218
1_20220825 06,1660.9343
1_20220825 07,1696.5952
1_20220825 08,1755.8936
1_20220825 09,1768.397
1_20220825 10,1794.7532
1_20220825 11,1759.1399
1_20220825 12,1886.0836
1_20220825 13,1666.2572
1_20220825 14,1537.394
1_20220825 15,1665.9581
1_20220825 16,1729.9309
1_20220825 17,1529.5082
1_20220825 18,1552.1185
1_20220825 19,1587.3177
1_20220825 20,1725.2356
1_20220825 21,1723.5935
1_20220825 22,1729.1776
1_20220825 23,1535.8082
1_20220826 00,2182.2334
1_20220826 01,2209.9104
1_20220826 02,2306.557
1_20220826 03,2278.2988
1_20220826 04,2095.2615
1_20220826 05,2146.4875
1_20220826 06,2141.5354
1_20220826 07,2212.1448
1_20220826 08,2095.2615
1_20220826 09,2208.3142
1_20220826 10,2003.554
1_20220826 11,2158.2148
1_20220826 12,1997.3984
1_20220826 13,2220.9885
1_20220826 14,2080.1597
1_20220826 15,2112.7515
1_20220826 16,2000.2823
1_20220826 17,1909.8317
1_20220826 18,1970.7496
1_20220826 19,1939.9321
1_20220826 20,1904.9508
1_20220826 21,1883.8024
1_20220826 22,1864.4331
1_20220826 23,1853.5231
1_20220827 00,1727.675
1_20220827 01,1706.9076
1_20220827 02,1676.9835
1_20220827 03,1874.8038
1_20220827 04,2066.1194
1_20220827 05,2172.0703
1_20220827 06,2177.0403
1_20220827 07,2153.8345
1_20220827 08,2179.3438
1_20220827 09,2184.3975
1_20220827 10,2186.2034
1_20220827 11,2188.372
1_20220827 12,2159.8518
1_20220827 13,2040.8734
1_20220827 14,1856.3763
1_20220827 15,1724.2206
1_20220827 16,1788.3258
1_20220827 17,1745.3712
1_20220827 18,1786.4989
1_20220827 19,1978.4136
1_20220827 20,1984.8221
1_20220827 21,1953.0815
1_20220827 22,1951.0696
1_20220827 23,1931.6318
1_20220828 00,1897.7892
1_20220828 01,2031.5022
1_20220828 02,2034.5164
1_20220828 03,2017.4904
1_20220828 04,2017.4904
1_20220828 05,2047.3102
1_20220828 06,2010.926
1_20220828 07,2029.8442
1_20220828 08,2047.6835
1_20220828 09,2047.567
1_20220828 10,2046.9921
1_20220828 11,1929.6335
1_20220828 12,1804.147
1_20220828 13,1877.315
1_20220828 14,1857.5199
1_20220828 15,1941.0784
1_20220828 16,1995.9814
1_20220828 17,1828.7408
1_20220828 18,1783.0856
1_20220828 19,1803.3646
1_20220828 20,1813.1471
1_20220828 21,1863.5035
1_20220828 22,1867.306
1_20220828 23,1874.6151
1_20220829 00,1921.6317
1_20220829 01,1901.6038
1_20220829 02,1880.0648
1_20220829 03,2014.1985
1_20220829 04,2159.2732
1_20220829 05,2182.9954
1_20220829 06,2171.8713
1_20220829 07,2175.0693
1_20220829 08,2162.2993
1_20220829 09,2181.4858
1_20220829 10,2152.3389
1_20220829 11,1934.0571
1_20220829 12,1951.4951
1_20220829 13,2013.9231
1_20220829 14,2177.5017
1_20220829 15,2142.3684
1_20220829 16,2178.206
1_20220829 17,2171.8713
1_20220829 18,2177.5017
1_20220829 19,2133.9656
1_20220829 20,2171.8713
1_20220829 21,2171.8713
1_20220829 22,2177.5383
1_20220829 23,2177.5383
1_20220830 00,2352.9995
1_20220830 01,2352.963
1_20220830 02,2342.7222
1_20220830 03,2170.521
1_20220830 04,2136.435
1_20220830 05,2133.1897
1_20220830 06,2133.1897
1_20220830 07,2156.358
1_20220830 08,2169.4834
1_20220830 09,2165.2415
1_20220830 10,2169.752
1_20220830 11,2169.8289
1_20220830 12,2165.2415
1_20220830 13,2173.2935
1_20220830 14,2173.2935
1_20220830 15,2169.7227
1_20220830 16,2173.2935
1_20220830 17,2169.7227
1_20220830 18,2222.115
1_20220830 19,2168.9668
1_20220830 20,2173.2935
1_20220830 21,2229.7427
1_20220830 22,2200.0713
1_20220830 23,2190.3171
1_20220831 00,2192.2305
1_20220831 01,2175.766
1_20220831 02,2199.5613
1_20220831 03,2200.9783
1_20220831 04,2226.4573
1_20220831 05,2230.6252
1_20220831 06,2174.1072
1_20220831 07,2198.0305
1_20220831 08,2184.193
1_20220831 09,2174.1072
1_20220831 10,2162.145
1_20220831 11,2109.108
1_20220831 12,1999.4285
1_20220831 13,2105.0422
1_20220831 14,1976.0004
1_20220831 15,1967.4103
1_20220831 16,2104.7915
1_20220831 17,1875.952
1_20220831 18,1874.9478
1_20220831 19,1869.3325
1_20220831 20,1884.1326
1_20220831 21,1915.5977
1_20220831 22,1938.8799
1_20220831 23,1895.1182
2_20220825 00,1291.4895
2_20220825 01,1290.927
2_20220825 02,1291.1133
2_20220825 03,1287.8524
2_20220825 04,1287.8524
2_20220825 05,1288.0387
2_20220825 06,1288.0326
2_20220825 07,1288.0101
2_20220825 08,1291.8466
2_20220825 09,1274.0114
2_20220825 10,1292.9775
2_20220825 11,1296.1426
2_20220825 12,1297.9241
2_20220825 13,1270.909
2_20220825 14,1297.0001
2_20220825 15,1274.6155
2_20220825 16,1272.1464
2_20220825 17,1275.9359
2_20220825 18,1290.7317
2_20220825 19,1290.3424
2_20220825 20,1271.5453
2_20220825 21,1273.3698
2_20220825 22,1286.508
2_20220825 23,1288.0387
2_20220826 00,1342.4644
2_20220826 01,1346.272
2_20220826 02,1323.0732
2_20220826 03,1346.2783
2_20220826 04,1341.4929
2_20220826 05,1341.3066
2_20220826 06,1361.5964
2_20220826 07,1364.3843
2_20220826 08,1341.4929
2_20220826 09,1347.0206
2_20220826 10,1350.0739
2_20220826 11,1340.5745
2_20220826 12,1326.7032
2_20220826 13,1328.1053
2_20220826 14,1305.1968
2_20220826 15,1195.7001
2_20220826 16,1295.1703
2_20220826 17,1297.8516
2_20220826 18,1325.0109
2_20220826 19,1310.8036
2_20220826 20,1323.5232
2_20220826 21,1328.7987
2_20220826 22,1324.9008
2_20220826 23,1320.9056
2_20220827 00,1301.4917
2_20220827 01,1275.1868
2_20220827 02,1241.6218
2_20220827 03,1262.6908
2_20220827 04,1278.7863
2_20220827 05,1300.7068
2_20220827 06,1302.2311
2_20220827 07,1302.2374
2_20220827 08,1302.2311
2_20220827 09,1285.9493
2_20220827 10,1292.0212
2_20220827 11,1285.7174
2_20220827 12,1292.4169
2_20220827 13,1286.4955
2_20220827 14,1283.484
2_20220827 15,1275.6244
2_20220827 16,1275.6244
2_20220827 17,1269.3206
2_20220827 18,1286.1343
2_20220827 19,1288.6029
2_20220827 20,1285.0002
2_20220827 21,1288.2073
2_20220827 22,1284.9939
2_20220827 23,1288.2073
2_20220828 00,1285.0002
2_20220828 01,1288.6279
2_20220828 02,1302.0511
2_20220828 03,1302.2374
2_20220828 04,1302.2374
2_20220828 05,1302.2311
2_20220828 06,1302.2374
2_20220828 07,1302.0511
2_20220828 08,1302.2311
2_20220828 09,1288.8079
2_20220828 10,1288.8079
2_20220828 11,1292.0543
2_20220828 12,1261.7291
2_20220828 13,1261.8939
2_20220828 14,1285.2125
2_20220828 15,1283.236
2_20220828 16,1170.9489
2_20220828 17,1170.9489
2_20220828 18,1281.3986
2_20220828 19,1291.5781
2_20220828 20,1280.4044
2_20220828 21,1287.7627
2_20220828 22,1286.0012
2_20220828 23,1287.3802
2_20220829 00,1285.3958
2_20220829 01,1284.814
2_20220829 02,1280.3859
2_20220829 03,1285.0002
2_20220829 04,1288.6279
2_20220829 05,1288.6279
2_20220829 06,1302.2311
2_20220829 07,1277.2828
2_20220829 08,1297.6415
2_20220829 09,1272.693
2_20220829 10,1297.6415
2_20220829 11,1297.6415
2_20220829 12,1281.278
2_20220829 13,1297.452
2_20220829 14,1286.246
2_20220829 15,1302.2374
2_20220829 16,1287.7438
2_20220829 17,1287.7083
2_20220829 18,1290.699
2_20220829 19,1301.6907
2_20220829 20,1301.6843
2_20220829 21,1301.6843
2_20220829 22,1291.2457
2_20220829 23,1290.699
2_20220830 00,1287.5248
2_20220830 01,1281.4529
2_20220830 02,1300.0621
2_20220830 03,1277.3966
2_20220830 04,1258.7728
2_20220830 05,1258.7728
2_20220830 06,1256.1278
2_20220830 07,1256.2429
2_20220830 08,1260.8529
2_20220830 09,1275.3453
2_20220830 10,1260.8529
2_20220830 11,1256.2429
2_20220830 12,1318.4054
2_20220830 13,1256.2429
