num_date_time,answer
1_20220825 00,2041.6505126953
1_20220825 01,1983.3046875000
1_20220825 02,1731.6932373047
1_20220825 03,1647.5285644531
1_20220825 04,1604.0863037109
1_20220825 05,1840.5642089844
1_20220825 06,2236.3647460938
1_20220825 07,2403.3718261719
1_20220825 08,2774.6462402344
1_20220825 09,3305.5144042969
1_20220825 10,3477.5183105469
1_20220825 11,3575.1994628906
1_20220825 12,3605.9667968750
1_20220825 13,4013.1286621094
1_20220825 14,4288.2695312500
1_20220825 15,3698.9736328125
1_20220825 16,3612.3642578125
1_20220825 17,3260.9060058594
1_20220825 18,2663.9140625000
1_20220825 19,2283.6328125000
1_20220825 20,2191.1308593750
1_20220825 21,2034.7722167969
1_20220825 22,1601.7818603516
1_20220825 23,2281.3903808594
1_20220826 00,2295.7807617188
1_20220826 01,2172.3669433594
1_20220826 02,1975.5787353516
1_20220826 03,1873.5888671875
1_20220826 04,1856.9655761719
1_20220826 05,2076.7646484375
1_20220826 06,2133.1203613281
1_20220826 07,2267.7180175781
1_20220826 08,2827.8017578125
1_20220826 09,3204.8669433594
1_20220826 10,3474.3583984375
1_20220826 11,3654.5283203125
1_20220826 12,3665.8029785156
1_20220826 13,3844.2260742188
1_20220826 14,3776.3337402344
1_20220826 15,3931.8752441406
1_20220826 16,4047.1391601562
1_20220826 17,3202.2277832031
1_20220826 18,2780.4086914062
1_20220826 19,2546.2067871094
1_20220826 20,2244.8251953125
1_20220826 21,2058.3698730469
1_20220826 22,1567.7679443359
1_20220826 23,2000.5551757812
1_20220827 00,1981.0487060547
1_20220827 01,1892.2510986328
1_20220827 02,1748.9854736328
1_20220827 03,1656.1442871094
1_20220827 04,1706.0582275391
1_20220827 05,1878.9392089844
1_20220827 06,2076.3828125000
1_20220827 07,2055.1975097656
1_20220827 08,2203.2885742188
1_20220827 09,2868.4433593750
1_20220827 10,3243.2756347656
1_20220827 11,3283.1467285156
1_20220827 12,3321.0742187500
1_20220827 13,3252.3703613281
1_20220827 14,3293.0009765625
1_20220827 15,3292.7761230469
1_20220827 16,3279.2958984375
1_20220827 17,3072.7739257812
1_20220827 18,2599.8242187500
1_20220827 19,2163.7009277344
1_20220827 20,2064.9384765625
1_20220827 21,2002.8336181641
1_20220827 22,1391.8909912109
1_20220827 23,1854.7138671875
1_20220828 00,1760.4957275391
1_20220828 01,1635.9093017578
1_20220828 02,1417.0048828125
1_20220828 03,1309.1701660156
1_20220828 04,1325.8115234375
1_20220828 05,1430.6853027344
1_20220828 06,1569.0440673828
1_20220828 07,1648.9124755859
1_20220828 08,1980.2153320312
1_20220828 09,2287.4753417969
1_20220828 10,2723.0092773438
1_20220828 11,2814.5090332031
1_20220828 12,2924.1362304688
1_20220828 13,3020.9321289062
1_20220828 14,3014.6557617188
1_20220828 15,2902.2297363281
1_20220828 16,2850.9213867188
1_20220828 17,2804.3601074219
1_20220828 18,2650.6184082031
1_20220828 19,2248.2502441406
1_20220828 20,2231.0590820312
1_20220828 21,1992.3809814453
